video_id,start_gap,end_gap,duration
5587459106102636421,1113.360,1117.400,4.040
5211163277404671792,286.440,288.960,2.520
5857783059251772780,176.000,179.560,3.560
5857783059251772780,384.080,386.320,2.240
5857783059251772780,659.440,669.720,10.280
6072999575487046671,394.680,402.200,7.520
6072999575487046671,541.080,543.840,2.760
6072999575487046671,647.920,650.080,2.160
5905819261959396146,2234.400,2240.280,5.880
6075545632079083725,3510.200,3533.760,23.560
5907335814911679346,2808.480,2818.840,10.360
5878855027778367657,40.320,56.360,16.040
5208166249225520488,534.040,539.360,5.320
5208166249225520488,1470.840,1481.480,10.640
5392594292399446437,908.080,932.280,24.200
5392594292399446437,1229.960,1233.040,3.080
5392594292399446437,1571.160,1573.720,2.560
5392594292399446437,1790.640,1808.840,18.200
5392594292399446437,3474.520,3483.640,9.120
5957901323880871061,2564.320,2565.760,1.440
5745863512933306212,3495.080,3496.760,1.680
6030505169039365165,2709.560,2729.520,19.960
5529741188128551126,279.640,290.960,11.320
5529741188128551126,570.240,575.840,5.600
5529741188128551126,1526.800,1535.160,8.360
6056606114793912191,142.400,143.680,1.280
5702690073015784606,62.880,78.880,16.000
6242421861901118407,1501.200,1514.400,13.200
6231020012220419090,1103.640,1106.840,3.200
6231020012220419090,1185.760,1188.400,2.640
5392239957597526434,392.680,397.080,4.400
5392239957597526434,419.800,430.880,11.080
5392239957597526434,509.680,520.920,11.240
5392239957597526434,753.520,761.800,8.280
5392239957597526434,822.520,845.800,23.280
5392239957597526434,1318.480,1323.360,4.880
5392239957597526434,2023.520,2033.040,9.520
5392239957597526434,2290.240,2299.360,9.120
5392239957597526434,2327.040,2342.560,15.520
5392239957597526434,3028.480,3041.560,13.080
5392239957597526434,3102.600,3119.280,16.680
5392239957597526434,3277.040,3290.480,13.440
5392239957597526434,3322.520,3330.160,7.640
5392239957597526434,3424.840,3432.080,7.240
5168494924802581203,767.840,774.240,6.400
5628241109068322467,232.640,237.680,5.040
5628241109068322467,725.360,727.560,2.200
5628241109068322467,1081.000,1099.560,18.560
5628241109068322467,1169.720,1170.920,1.200
5628241109068322467,1882.800,1890.320,7.520
5628241109068322467,2083.240,2084.880,1.640
5628241109068322467,2381.160,2390.040,8.880
5628241109068322467,2730.680,2740.080,9.400
5628241109068322467,2950.400,2958.640,8.240
5628241109068322467,3013.160,3020.560,7.400
5628241109068322467,3175.920,3177.520,1.600
5636019724338115785,931.840,935.880,4.040
6202348528539311368,799.440,804.000,4.560
5265004128438065902,62.200,63.520,1.320
5468695099930362251,3089.880,3106.320,16.440
5468695099930362251,3182.320,3201.480,19.160
5227099324059761553,3660.320,3664.800,4.480
6385655585248876901,2593.000,2595.480,2.480
5662377079640227086,138.800,145.560,6.760
5662377079640227086,3190.240,3201.080,10.840
6261718290968604794,2618.240,2621.520,3.280
5499680712023842246,190.120,198.040,7.920
5499680712023842246,539.560,547.960,8.400
5499680712023842246,927.440,928.880,1.440
6233153751973071539,1616.800,1634.120,17.320
5699157032079504903,1427.760,1431.160,3.400
5168520694606357186,722.360,725.400,3.040
5168520694606357186,924.520,927.360,2.840
6222771098031740396,3304.960,3326.720,21.760
5428998005703615382,1493.440,1498.160,4.720
5428998005703615382,1529.920,1551.080,21.160
5319140043716345577,130.560,131.680,1.120
6013919723329137487,2612.560,2626.360,13.800
5092765202446045704,3222.840,3224.480,1.640
6275222956658435102,51.200,57.120,5.920
6275222956658435102,1119.160,1124.560,5.400
6161239249065577328,920.200,923.160,2.960
5698079854293924634,1598.480,1599.640,1.160
5942207513381300566,2866.320,2868.320,2.000
5592978998071430239,2339.760,2343.200,3.440
5514708373892815883,964.360,975.520,11.160
5649014147892172730,632.840,634.320,1.480
5426208424478108156,1097.680,1103.400,5.720
5426208424478108156,1487.600,1493.320,5.720
5672449207446056870,88.200,89.520,1.320
5672449207446056870,1223.520,1225.240,1.720
6787368171432068991,840.560,846.040,5.480
5355873610508841884,551.760,554.200,2.440
5355873610508841884,713.840,716.680,2.840
5355873610508841884,1334.360,1350.520,16.160
5355873610508841884,1383.720,1390.360,6.640
5355873610508841884,1622.320,1635.280,12.960
5358485380951750263,111.840,112.960,1.120
6062542189093698913,133.000,140.840,7.840
6100141621318308946,759.920,768.440,8.520
5465503509765947292,1931.600,1949.480,17.880
6214978309369875051,2137.480,2140.080,2.600
5662056245595450852,422.520,424.800,2.280
5662056245595450852,633.280,637.120,3.840
5662056245595450852,660.000,675.200,15.200
5662056245595450852,1137.920,1145.280,7.360
5662056245595450852,1253.520,1262.280,8.760
5662056245595450852,1395.480,1400.360,4.880
5662056245595450852,2031.080,2045.320,14.240
5662056245595450852,2596.120,2599.400,3.280
5662056245595450852,2930.320,2934.800,4.480
5662056245595450852,3069.880,3074.320,4.440
5662056245595450852,3100.400,3111.840,11.440
5433460047227436314,684.360,688.680,4.320
5433460047227436314,1394.440,1399.200,4.760
5433460047227436314,1465.760,1494.240,28.480
5433460047227436314,2275.840,2278.120,2.280
5433460047227436314,2587.600,2598.960,11.360
5433460047227436314,2913.520,2915.480,1.960
5433460047227436314,2948.920,2950.600,1.680
5433460047227436314,3237.840,3245.400,7.560
6164868925927432842,1669.120,1670.280,1.160
6164868925927432842,1703.720,1704.880,1.160
6164868925927432842,2001.520,2003.840,2.320
6164868925927432842,2512.040,2516.400,4.360
6164868925927432842,3507.440,3536.120,28.680
5202973633764681442,1273.640,1279.400,5.760
6075986295744685748,907.560,916.120,8.560
6075986295744685748,1322.640,1324.160,1.520
6173409038898803222,2322.440,2326.440,4.000
6173409038898803222,3131.600,3133.720,2.120
6201983885815812975,3310.560,3323.800,13.240
5428806020698729238,1468.320,1469.560,1.240
6241804675121734896,311.520,316.520,5.000
6179327074335968845,1741.360,1756.040,14.680
6186735892921572710,2245.440,2248.240,2.800
5178893040626176995,362.720,371.120,8.400
5178893040626176995,482.280,487.240,4.960
5178893040626176995,600.360,628.160,27.800
5178893040626176995,1001.320,1016.160,14.840
5178893040626176995,1150.320,1154.080,3.760
5178893040626176995,1520.840,1527.640,6.800
5178893040626176995,1619.840,1623.040,3.200
5178893040626176995,1811.560,1819.040,7.480
5178893040626176995,1933.080,1959.000,25.920
5509328926557578471,879.440,889.520,10.080
5509328926557578471,1425.440,1426.520,1.080
6387983887020040581,3554.680,3564.160,9.480
5174465788337456749,31.720,32.880,1.160
6072078304981020728,313.960,321.000,7.040
6072078304981020728,1159.600,1160.960,1.360
5468344630611273209,1098.320,1111.880,13.560
5468344630611273209,1361.920,1376.960,15.040
5468344630611273209,1678.400,1681.400,3.000
5468344630611273209,1943.360,1948.240,4.880
5468344630611273209,2000.720,2006.320,5.600
5468344630611273209,2593.400,2601.480,8.080
5468344630611273209,2955.480,2959.760,4.280
6005660501218950370,126.880,131.240,4.360
6005660501218950370,3509.760,3516.000,6.240
5904830989984586482,1563.080,1570.400,7.320
5904830989984586482,2355.840,2365.960,10.120
5950491216805075673,50.640,73.040,22.400
6259110386826469954,95.880,102.480,6.600
6259110386826469954,3319.320,3324.600,5.280
5460161429409933197,3160.400,3171.240,10.840
6121459691466770222,2765.120,2771.480,6.360
6121459691466770222,3261.080,3262.160,1.080
5241940154054369183,1191.840,1202.200,10.360
6017548111700871854,149.720,159.720,10.000
6017548111700871854,182.440,187.040,4.600
6017548111700871854,421.320,430.000,8.680
6017548111700871854,1249.160,1251.840,2.680
6017548111700871854,1323.400,1339.840,16.440
6017548111700871854,1437.800,1461.440,23.640
6017548111700871854,1719.160,1725.760,6.600
6017548111700871854,1963.600,1968.480,4.880
6017548111700871854,2696.960,2707.200,10.240
6017548111700871854,2815.000,2831.640,16.640
6017548111700871854,3047.800,3066.560,18.760
6017548111700871854,3108.640,3113.720,5.080
6017548111700871854,3390.480,3411.680,21.200
5717725464190296997,2563.120,2564.560,1.440
5371839293268474130,2867.200,2868.640,1.440
6191576750560895398,1090.040,1095.600,5.560
6191576750560895398,2767.960,2770.400,2.440
6191576750560895398,2896.640,2897.920,1.280
6191576750560895398,3221.880,3223.000,1.120
6191576750560895398,3342.600,3353.840,11.240
5462905913545326290,985.160,990.080,4.920
5540866012418651562,574.320,584.000,9.680
6238338636492809272,1547.520,1550.120,2.600
5543440415815874337,1121.200,1122.880,1.680
5794510460036368501,2344.400,2345.400,1.000
5355881341449976558,798.600,817.920,19.320
5418254575339619006,1727.640,1729.080,1.440
5418254575339619006,2736.360,2739.360,3.000
5551256397301136146,794.800,821.640,26.840
5551256397301136146,928.160,929.160,1.000
6092886133039997522,3596.840,3598.560,1.720
6092886133039997522,5131.240,5136.640,5.400
6170785672874404958,3375.760,3381.120,5.360
6392359599718061969,1157.160,1158.960,1.800
6392359599718061969,1428.000,1431.800,3.800
6392359599718061969,1813.920,1816.840,2.920
6392359599718061969,1991.720,1998.920,7.200
6392359599718061969,2346.440,2347.640,1.200
6392359599718061969,2417.240,2424.040,6.800
6392359599718061969,2479.120,2491.080,11.960
6392359599718061969,2541.840,2549.520,7.680
6392359599718061969,2686.280,2693.800,7.520
6188257599834590655,344.120,364.440,20.320
5865039835974122315,688.680,691.880,3.200
5457215940850606719,3006.880,3008.000,1.120
5673196531755563709,1471.080,1478.120,7.040
5673196531755563709,2443.240,2449.200,5.960
5673196531755563709,2471.600,2482.240,10.640
5673196531755563709,2525.320,2545.960,20.640
6164207930460576679,206.440,208.440,2.000
6144796825766312791,3300.400,3315.480,15.080
6269490463787422249,2230.400,2232.800,2.400
6269490463787422249,2742.960,2754.640,11.680
5842410082788223388,586.120,588.880,2.760
5305826074595465804,1065.840,1082.640,16.800
5305826074595465804,1124.320,1126.360,2.040
5305826074595465804,1342.200,1347.680,5.480
5305826074595465804,1753.040,1755.960,2.920
5305826074595465804,1912.240,1921.000,8.760
5305826074595465804,2244.640,2249.480,4.840
5305826074595465804,2310.600,2313.120,2.520
5305826074595465804,2379.320,2383.000,3.680
5305826074595465804,2516.920,2522.200,5.280
5305826074595465804,2811.440,2814.880,3.440
5163321636694545430,1565.640,1571.560,5.920
5163321636694545430,2152.800,2165.000,12.200
5163321636694545430,2222.800,2245.240,22.440
5163321636694545430,2286.920,2295.120,8.200
5163321636694545430,3050.680,3065.560,14.880
5163321636694545430,3228.960,3238.680,9.720
6351522191657378473,3533.240,3544.960,11.720
5210417242415566320,921.400,925.080,3.680
5210417242415566320,977.200,985.560,8.360
5210417242415566320,1505.080,1506.920,1.840
5210417242415566320,3340.800,3346.760,5.960
5210417242415566320,3388.200,3403.280,15.080
5545682388744386611,193.200,212.160,18.960
5545682388744386611,419.280,424.560,5.280
5545682388744386611,505.920,515.040,9.120
5545682388744386611,552.880,555.680,2.800
5545682388744386611,603.600,610.760,7.160
5545682388744386611,1403.840,1410.760,6.920
5545682388744386611,1562.240,1564.280,2.040
5187393210401698389,584.840,588.040,3.200
5187393210401698389,1402.240,1404.920,2.680
5496710742138657951,557.080,574.720,17.640
6095090739752978788,2973.920,2981.800,7.880
6095090739752978788,3341.240,3349.960,8.720
6095090739752978788,3382.960,3395.440,12.480
5151430160742100479,106.600,115.920,9.320
5151430160742100479,1423.680,1426.960,3.280
5151430160742100479,1754.800,1759.520,4.720
5151430160742100479,1951.840,1959.960,8.120
5151430160742100479,2065.400,2066.560,1.160
5151430160742100479,2483.040,2485.680,2.640
5151430160742100479,2770.120,2782.080,11.960
5151430160742100479,4025.240,4033.160,7.920
5151430160742100479,4191.200,4202.320,11.120
5151430160742100479,4392.400,4394.520,2.120
5151430160742100479,5546.040,5549.680,3.640
6277820552879057219,1190.040,1200.720,10.680
6277820552879057219,1319.600,1321.920,2.320
6313643157087037540,130.840,133.160,2.320
6313643157087037540,1207.760,1211.960,4.200
5845015409949977472,892.120,894.600,2.480
5616157648111001095,1580.240,1583.240,3.000
5634188780610059419,1040.880,1050.080,9.200
5975971110288619531,3299.880,3322.640,22.760
5975971110288619531,3372.400,3377.880,5.480
5394069613665626576,699.040,710.400,11.360
5493001178885102515,1578.920,1582.440,3.520
5085344787448740525,2813.320,2825.560,12.240
5218949624445806415,150.080,151.480,1.400
6295511523150259502,3473.400,3487.440,14.040
5417897663557321397,124.200,130.960,6.760
5417897663557321397,200.160,207.080,6.920
5417897663557321397,1175.160,1187.160,12.000
5417897663557321397,1402.560,1405.040,2.480
6120093891887671821,127.160,133.400,6.240
6116285114868542715,275.800,280.080,4.280
6116285114868542715,702.840,705.720,2.880
6116285114868542715,1517.640,1519.760,2.120
6116285114868542715,2933.960,2948.080,14.120
6116285114868542715,3318.240,3327.920,9.680
6328527795748065325,1789.360,1798.480,9.120
6626504036826779775,132.080,137.080,5.000
6626504036826779775,2754.520,2758.760,4.240
6626504036826779775,3068.440,3069.600,1.160
6626504036826779775,3140.280,3146.560,6.280
6626504036826779775,3243.440,3255.200,11.760
6626504036826779775,3311.000,3316.440,5.440
5978948811114909183,692.320,693.480,1.160
6182391104004934170,1698.840,1702.600,3.760
5403795137610697664,1348.000,1366.000,18.000
5403795137610697664,2643.120,2672.960,29.840
5433126328280800381,1743.160,1752.160,9.000
5433126328280800381,1825.160,1828.200,3.040
5433126328280800381,2498.320,2506.400,8.080
5433126328280800381,3094.520,3096.920,2.400
5712535425709833256,922.080,923.360,1.280
5886647816440234730,1262.920,1265.720,2.800
5771491582796598029,144.240,147.640,3.400
5771491582796598029,1576.400,1588.640,12.240
5771491582796598029,1655.800,1664.480,8.680
5771491582796598029,2157.960,2160.680,2.720
5548635608257116600,1491.440,1507.960,16.520
5548635608257116600,1693.800,1697.040,3.240
5757782047179734971,1525.160,1534.520,9.360
6268478998989212414,2152.560,2161.320,8.760
6268478998989212414,2365.080,2376.560,11.480
6268478998989212414,2890.360,2901.560,11.200
6268478998989212414,3264.240,3268.280,4.040
5930806952190789095,61.400,68.520,7.120
6065527620861151957,225.080,240.000,14.920
5967188761161748740,1451.760,1454.080,2.320
5967188761161748740,1822.520,1829.480,6.960
5967188761161748740,3008.560,3012.960,4.400
6095483729260567738,86.600,89.280,2.680
6095483729260567738,2441.120,2442.640,1.520
6095483729260567738,2803.040,2813.320,10.280
6857309995856305893,197.080,201.760,4.680
6033984092549126726,1097.080,1100.040,2.960
6033984092549126726,2629.680,2639.000,9.320
6033984092549126726,3536.600,3551.240,14.640
5621351552062054508,862.560,869.040,6.480
5210051310371736749,62.880,64.680,1.800
5503762648941961760,404.200,412.600,8.400
5503762648941961760,1426.800,1440.480,13.680
5434364567373213276,440.640,456.760,16.120
5434364567373213276,953.480,958.120,4.640
5374088996320168874,1601.400,1607.320,5.920
5374088996320168874,2727.480,2730.880,3.400
5374088996320168874,3248.400,3257.560,9.160
6109711237946317065,341.000,342.400,1.400
5657216677264263947,699.880,701.440,1.560
6054764862314114588,3518.480,3547.520,29.040
6296242097087308509,3534.520,3547.560,13.040
6308462138037868281,1384.160,1385.160,1.000
5987513405399935912,1303.840,1313.400,9.560
6108944586262943076,104.680,107.600,2.920
6108944586262943076,195.760,199.080,3.320
6108944586262943076,3317.520,3318.960,1.440
5376689169521167335,2649.040,2650.560,1.520
5376689169521167335,3016.280,3029.640,13.360
5376689169521167335,3186.400,3198.640,12.240
6012346476808612535,474.480,475.880,1.400
6012346476808612535,3293.920,3311.360,17.440
6709985316159097541,371.640,381.040,9.400
6709985316159097541,3468.400,3470.080,1.680
6719618068810566707,2166.640,2169.800,3.160
6719618068810566707,3522.280,3532.320,10.040
5630821954916492380,141.400,143.640,2.240
5178918810429953003,60.720,63.360,2.640
5757056627211558632,369.200,372.480,3.280
5757056627211558632,847.160,850.440,3.280
5757056627211558632,1400.120,1424.160,24.040
5938590721421337484,57.800,66.120,8.320
5938590721421337484,1465.360,1468.720,3.360
5623956879223808558,360.320,370.800,10.480
5623956879223808558,924.400,929.120,4.720
5489870147705368049,2512.600,2514.640,2.040
5288745848652707579,30.560,35.480,4.920
5288745848652707579,1070.960,1073.720,2.760
5618596760005176503,1069.200,1071.160,1.960
5618596760005176503,2745.000,2752.120,7.120
5654237687117574530,914.240,915.920,1.680
5654237687117574530,943.840,952.840,9.000
5654237687117574530,1443.720,1447.800,4.080
5654237687117574530,1917.520,1918.720,1.200
5654237687117574530,2560.920,2563.520,2.600
5654237687117574530,2598.520,2602.440,3.920
5654237687117574530,2962.880,2967.520,4.640
5654237687117574530,3516.960,3518.800,1.840
6231392385884982295,1041.000,1049.000,8.000
6231392385884982295,1535.240,1539.760,4.520
6741907660586618761,1028.600,1030.880,2.280
6741907660586618761,1225.360,1235.800,10.440
5645911464356144925,239.720,249.680,9.960
5516943904370384068,207.640,215.400,7.760
5516943904370384068,2895.880,2899.240,3.360
5298767725341243372,1213.640,1215.040,1.400
5298767725341243372,1247.960,1251.720,3.760
5298767725341243372,1556.240,1579.720,23.480
5298767725341243372,1822.600,1832.400,9.800
5298767725341243372,2468.000,2469.760,1.760
5298767725341243372,3362.080,3366.480,4.400
6178593923418538328,1698.400,1701.520,3.120
6178593923418538328,2994.560,2997.080,2.520
6373770551747408642,1456.920,1461.600,4.680
6373770551747408642,2159.200,2188.880,29.680
6373770551747408642,3541.120,3557.520,16.400
6078529775356318289,1569.800,1577.640,7.840
5213374327398864506,1022.640,1024.000,1.360
5213374327398864506,2619.520,2623.120,3.600
5213374327398864506,2758.640,2778.040,19.400
5995306194061800284,39.000,40.360,1.360
5995306194061800284,1279.520,1280.920,1.400
5995306194061800284,1548.480,1561.240,12.760
5392625216163977671,897.960,899.320,1.360
5392625216163977671,1901.640,1903.960,2.320
5392625216163977671,3189.800,3192.200,2.400
6118324794862661185,783.800,788.440,4.640
5960416456729465325,2882.520,2888.320,5.800
5960416456729465325,3267.800,3277.120,9.320
6038782430012222607,2591.600,2599.160,7.560
5652389992186831984,1351.600,1375.080,23.480
6214958982017043497,622.520,633.720,11.200
6214958982017043497,2237.480,2241.400,3.920
6214958982017043497,3187.680,3189.000,1.320
6214958982017043497,3697.680,3700.120,2.440
5603775257363395343,3187.000,3190.880,3.880
5463145573517413899,169.760,171.920,2.160
5463145573517413899,243.520,249.800,6.280
5169633950959691580,430.920,440.240,9.320
5169633950959691580,1490.080,1493.320,3.240
6369410300948503691,1534.640,1539.240,4.600
6369410300948503691,1720.480,1747.080,26.600
6369410300948503691,1791.280,1798.560,7.280
6724820992192941272,3478.640,3504.160,25.520
6633017354739515500,607.360,624.680,17.320
6633017354739515500,1539.760,1546.240,6.480
6633017354739515500,2915.000,2924.560,9.560
6046092034853293442,3300.920,3321.840,20.920
6000199879798811962,42.240,66.200,23.960
5187775891987772153,1075.480,1076.760,1.280
5187775891987772153,1670.480,1677.840,7.360
6090266632486107544,2364.800,2367.800,3.000
6090266632486107544,3318.520,3346.920,28.400
6135550620171476701,271.120,277.400,6.280
6135550620171476701,2568.840,2574.880,6.040
5257559232122982230,1190.280,1192.000,1.720
6194171769801142326,424.480,426.040,1.560
6194171769801142326,3422.320,3432.960,10.640
5508586756208829597,744.280,752.280,8.000
5508586756208829597,1652.600,1653.640,1.040
5491305525763414097,2471.440,2472.440,1.000
6040895553921856506,2008.080,2017.520,9.440
6788112918761195306,362.520,364.880,2.360
6788112918761195306,857.680,859.640,1.960
6113129602421417738,322.000,344.240,22.240
6113129602421417738,803.680,808.680,5.000
5637781090459445663,374.920,380.200,5.280
5637781090459445663,1152.880,1160.120,7.240
6334432946283341269,2972.720,2974.040,1.320
6334432946283341269,3298.840,3320.560,21.720
6266899310017743453,2152.240,2163.240,11.000
6350133199233852184,350.680,366.640,15.960
6350133199233852184,1490.800,1493.160,2.360
6350133199233852184,1693.240,1705.720,12.480
6350133199233852184,1948.520,1951.720,3.200
6350133199233852184,2110.240,2125.800,15.560
6350133199233852184,2352.840,2354.400,1.560
6350133199233852184,2400.240,2411.840,11.600
6350133199233852184,2533.960,2535.760,1.800
6350133199233852184,2763.520,2766.680,3.160
6350133199233852184,2891.680,2898.440,6.760
6350133199233852184,3263.800,3276.720,12.920
6018001660247259713,89.280,91.320,2.040
5608564575395169594,1732.440,1738.000,5.560
6050163663849905794,273.720,275.320,1.600
6050163663849905794,2361.400,2368.400,7.000
6050163663849905794,3558.960,3564.480,5.520
6050163663849905794,3664.080,3678.400,14.320
5267985694730755959,1643.960,1645.280,1.320
6181200539070482886,118.560,130.280,11.720
6181200539070482886,354.920,356.400,1.480
6181200539070482886,1181.760,1183.920,2.160
6181200539070482886,1516.400,1521.400,5.000
6181200539070482886,2318.800,2322.120,3.320
6181200539070482886,2361.120,2362.200,1.080
6181200539070482886,2868.760,2872.240,3.480
6181200539070482886,3347.880,3353.400,5.520
6181200539070482886,3472.600,3474.200,1.600
6274851871484060612,1118.800,1122.760,3.960
6274851871484060612,1287.080,1299.120,12.040
6274851871484060612,1410.880,1414.200,3.320
5579657298009445022,556.920,564.880,7.960
6009755323039007544,485.400,493.920,8.520
6009755323039007544,1325.280,1326.760,1.480
6009755323039007544,2085.040,2087.120,2.080
6009755323039007544,2566.560,2569.240,2.680
6009755323039007544,3108.320,3110.400,2.080
6066996499676388434,2396.040,2403.320,7.280
6239207078901113685,1226.400,1228.600,2.200
5106137153625393471,2384.000,2396.440,12.440
5106137153625393471,2521.480,2523.360,1.880
5106137153625393471,2570.120,2585.000,14.880
5106137153625393471,3247.680,3258.600,10.920
5654608773122132645,1491.600,1500.200,8.600
5654608773122132645,1574.640,1576.600,1.960
5654608773122132645,1680.520,1684.360,3.840
5288010120754902668,30.560,32.240,1.680
5244183415473071843,442.520,448.840,6.320
5244183415473071843,550.320,552.000,1.680
5244183415473071843,700.640,701.680,1.040
5244183415473071843,1145.480,1146.800,1.320
5243059852858647295,114.160,116.800,2.640
5243059852858647295,408.080,414.080,6.000
5243059852858647295,2569.680,2579.160,9.480
5243059852858647295,2918.560,2920.440,1.880
6139090102745339100,810.880,816.360,5.480
5911376520143698935,270.720,286.440,15.720
5911376520143698935,352.040,357.200,5.160
5911376520143698935,380.400,387.800,7.400
5911376520143698935,828.480,855.960,27.480
5911376520143698935,934.360,937.480,3.120
5911376520143698935,1017.760,1029.800,12.040
5911376520143698935,1951.440,1970.320,18.880
5911376520143698935,2325.560,2334.680,9.120
5911376520143698935,2485.960,2488.880,2.920
5911376520143698935,2671.560,2683.240,11.680
5911376520143698935,2768.400,2780.800,12.400
5911376520143698935,3146.200,3147.280,1.080
5683584339657678966,1983.640,1987.080,3.440
5200034588474236194,1384.360,1387.600,3.240
5200034588474236194,1548.640,1569.880,21.240
5200034588474236194,3440.280,3441.600,1.320
5177430604261888244,1612.440,1615.040,2.600
6207177789766870411,2113.480,2117.680,4.200
6207177789766870411,2960.920,2964.960,4.040
6207177789766870411,3590.360,3603.760,13.400
5391853410540886365,789.080,793.480,4.400
5391853410540886365,930.640,942.040,11.400
5391853410540886365,1269.720,1285.560,15.840
5391853410540886365,1312.600,1316.440,3.840
5391853410540886365,1665.800,1674.680,8.880
5391853410540886365,2759.560,2770.240,10.680
5391853410540886365,3175.800,3184.360,8.560
5391853410540886365,3275.640,3299.160,23.520
5391853410540886365,3367.600,3384.480,16.880
5924015320405616398,1484.920,1487.640,2.720
5924015320405616398,3083.960,3087.240,3.280
5667956242157708522,355.160,357.680,2.520
5172231547180314349,1752.880,1755.200,2.320
5987134589284428702,2707.800,2712.280,4.480
6174598315343068921,138.200,148.480,10.280
6174598315343068921,1145.960,1147.200,1.240
6174598315343068921,1670.840,1676.280,5.440
6174598315343068921,2919.880,2922.040,2.160
6174598315343068921,3541.400,3552.080,10.680
5709935253339019898,145.000,151.760,6.760
5621951988456813889,3369.000,3372.800,3.800
6123062573282667511,742.000,758.160,16.160
6123062573282667511,1216.480,1219.720,3.240
6123062573282667511,1241.480,1247.080,5.600
6123062573282667511,1564.160,1565.800,1.640
6123062573282667511,1601.320,1603.800,2.480
6123062573282667511,1628.120,1632.320,4.200
5649791107476019220,1194.040,1198.200,4.160
5649791107476019220,2964.600,2968.520,3.920
5649791107476019220,3198.920,3220.160,21.240
5243075314740912894,126.320,130.520,4.200
5718090106913727470,67.040,68.920,1.880
6196771943002142813,278.760,284.840,6.080
6196771943002142813,532.480,542.000,9.520
6196771943002142813,1011.880,1021.800,9.920
6196771943002142813,2645.600,2655.400,9.800
6196771943002142813,3343.400,3349.040,5.640
6196771943002142813,3428.160,3446.120,17.960
5689158348214435120,2016.960,2019.280,2.320
5689158348214435120,3229.360,3232.240,2.880
5389275141673097442,1011.920,1014.480,2.560
5532338784349172030,1273.280,1278.640,5.360
6199363096771792014,2174.880,2180.760,5.880
6199363096771792014,2355.120,2357.560,2.440
5363827460477536035,803.520,817.200,13.680
5363827460477536035,1534.160,1537.720,3.560
6072628490312672298,1353.000,1359.200,6.200
5919662800547845519,970.560,972.400,1.840
5919662800547845519,1445.360,1447.240,1.880
5971271986570059998,39.320,61.280,21.960
5390007004100335865,2939.360,2941.720,2.360
5188869820158064317,1187.280,1193.320,6.040
5188869820158064317,1864.200,1868.360,4.160
5188869820158064317,2759.200,2778.200,19.000
6374624820742582873,3528.960,3543.520,14.560
